feature_name	feature_importance
PBG	0.11550899704082448
MS006	0.09628265404755014
HOMA.B	0.08650849360925653
FPG	0.07508234755582369
RBC	0.07066895889359628
GPX3	0.05942772048717361
MASP2	0.053224110456765554
MP0174	0.05088633546533031
APOA2	0.04630261841083323
FGG	0.03872808434014019
CLU	0.03818530173196365
Age	0.03508495782691436
RACK1	0.02807189650622918
MP0050	0.027424273567423944
FINS	0.027409298337333188
MP0141	0.025237617555479663
MP0193	0.02488766290948807
USO1	0.023429866898673594
MP0080	0.02148230532106463
MP0142	0.02097458009153069
APOC2	0.020338935338087505
GNA13	0.01872784325835405
PON1	0.01832122973186216
MP0042	0.018144687009245975
MP0151	0.01761133251871522
MP0128	0.0175806177076781
MP0134	0.017072776454443973
MP0052	0.016896763693438427
FGB	0.016807375237082024
HDLC	0.0160267033860058
SERPINA7	0.0153624306753174
A1BG	0.014436001194815537
HBA1C	0.01259559975030609
CAMP	0.010605693961728046
LYZ	0.008715278253024929
APOH	0.008580844986291832
SCRIB	0.007347229896229751
STXBP5	0.007251737178387989
MP0076	0.007039253651492331
HB	0.006741324415513228
MS004	0.00664644515941814
MP0046	0.004430439076670692
MS026	0.003883206979042695
MP0033	0.003775587836793432
HOMA.IR	0.003752702295482585
FGA	0.0037351626230987325
MP0044	0.00372345336459098
BUN	0.0034603961806171845
MP0030	0.0029314630337513095
FCGBP	0.0019335481509544447
MP0065	0.0018566695463278207
MP0009	0.0012697601755912963
cg11078090	0.001155828191291911
CFHR1	0.0005392499144003306
AFM	0.00030261125298252896
G6PD	0.0
TUBA1B	0.0
FUBP3	0.0
GIT1	0.0
cg21055197	0.0
cg19076985	0.0
FETUB	0.0
FCN3	0.0
GGT1	0.0
cg17722508	0.0
GMPS	0.0
cg17901584	0.0
GSN	0.0
GSTM1	0.0
GSTM2	0.0
GSTM4	0.0
HABP2	0.0
HBB	0.0
HBZ	0.0
HDHD2	0.0
HSPA9	0.0
HSPG2	0.0
IGFBP2	0.0
IGHV3.72	0.0
FCGR3A	0.0
CPB2	0.0
FBLN1	0.0
CFH	0.0
ARID1A	0.0
C1QB	0.0
C2	0.0
C3	0.0
C4BPA	0.0
