feature_name	feature_importance
RBC	0.11278732869752972
PBG	0.10124077815677919
MASP2	0.09079112584362356
HOMA.B	0.08878290410202538
FPG	0.08082391561732433
MS006	0.07861697025500357
CLU	0.07393140888099936
GPX3	0.0739120038760035
Age	0.07348384870961062
MP0174	0.06981110778242618
MP0151	0.06966817838512834
MP0193	0.06905937570078624
LYZ	0.06676173896644827
APOA2	0.06423362712804577
STXBP5	0.061953761039187316
MP0128	0.058578475996955474
IGHV3.72	0.05826623637040084
MP0050	0.057013585019688236
MP0076	0.05639854336948474
GNA13	0.05501611856315948
Dose	0.05486090880852075
MP0113	0.054834168182144184
WBC	0.054045233000917056
MP0115	0.05345057929632345
VTN	0.053252012508178584
MP0052	0.05297805809035856
MP0073	0.051824419495899526
SERPINA7	0.051523483682135274
RPS3	0.05101839536926003
CFH	0.05019812590587936
FGG	0.049840118709550886
PZP	0.04971913549363571
CAMP	0.04881808719765099
UCR	0.04847517266966188
MP0080	0.047680453902335586
MP0141	0.04754286175332466
CPN1	0.04661909720527821
cg19076985	0.04591057553122268
TF	0.04563792330767459
MP0046	0.0442859966306429
ORM1	0.04394664009464606
WEIGHT	0.04329549099698181
MP0100	0.042407503751261885
HBZ	0.04169625714624357
MP0098	0.0415073415205038
APOH	0.04125429571644171
FCGBP	0.04112537269271206
PON1	0.041088523341517386
RACK1	0.040969455873284995
MP0175	0.04087237951758012
A1BG	0.0404838776753926
MP0142	0.04036222067013307
CKMB	0.04002336528107743
HDLC	0.03994893447515295
MASP1	0.039537568063504905
ML010	0.03946302651865462
TAGLN	0.03940602378603866
ITIH4	0.039390600998481344
cg00827581	0.03935296670399079
APOC2	0.03933894964962915
MP0062	0.03873094939622702
PIGR	0.038481764395334676
cg11078090	0.03805608289161966
MP0074	0.03794178079265822
cg06500161	0.037926999634693336
MP0101	0.037585803104054225
SERPINA3	0.037546680960936614
C4BPA	0.0371266004692796
SCIN	0.03675713495679759
MS013	0.03672806366554911
MP0024	0.036676087670356086
MP0022	0.03647850672508105
GSN	0.03627513936700729
EGFR	0.03602132203108625
FINS	0.03585070266098791
GSTM2	0.0358178165508902
USO1	0.03576057507760453
MS030	0.03566854104673925
ACACB	0.03554443049336379
MS026	0.03553550881369052
UMACRR	0.034571543880235873
MP0030	0.034498457279055615
ML015	0.034216227107975034
BMI	0.03419091576947134
CHL1	0.03382416841551187
MP0021	0.03378703031247936
A2M	0.03293437957140003
MP0086	0.03277165553540617
AFM	0.032684077564957136
MP0042	0.03254705819175422
HOMA.IR	0.03247217862742334
MP0132	0.03216070934321787
CGREF1	0.03214863109848534
GIT1	0.031877304741266786
HSPG2	0.03099342922468209
HABP2	0.03088584419618788
C9	0.030810907076805935
MP0015	0.03055913951618901
MP0065	0.030390671753436106
MP0140	0.03025498183223944
MP0044	0.030185946726095085
BUN	0.030009375779426126
F13A1	0.03000845704285052
MP0126	0.02984306537632859
MP0078	0.02982452414032472
MP0018	0.029735179716676795
MP0124	0.029578217910421357
APOF	0.02955499470563354
CFHR3	0.02916545752803025
MP0041	0.029055391462582552
FBLN1	0.02903247326443375
MP0077	0.029027101085335558
HSPA9	0.028964142265595415
RPIA	0.028874900521321252
IGLV3.19	0.028606861348875114
MS004	0.02831798026234063
MP0054	0.02828344063952139
GGT1	0.02825968123535501
TMEM256	0.02822710917138981
LPA	0.02816628871141136
TIMM44	0.027822660425201685
MP0023	0.02757187936842923
SAA1	0.02727367213624352
C1QB	0.02700996280005201
MP0025	0.026625180628536256
Sex	0.026615328876383283
MS010	0.02654416195490154
CFHR1	0.02631358293165364
CLEC3B	0.026235946862691924
PRSS1	0.02597981108980758
MS028	0.025881164620493526
HCT	0.025877133302301823
SLC4A2	0.025768828751379046
MP0156	0.025610518013309293
APCS	0.02557097065693729
MP0034	0.025363764321904
MS014	0.025248592383428643
DBP	0.025058897664993512
MS027	0.023713646265681662
AST	0.023496148135978955
EPCAM	0.02323739223746209
SCRIB	0.023053727159336547
MP0019	0.023047357302769574
HB	0.022745818349755302
cg03629335	0.022654619761456395
AGT	0.022231893883282648
PI16	0.022220472662604174
MP0164	0.022046826809975068
HDHD2	0.021928912952360196
CFD	0.02185986625248102
